,name,mfcc_mean,mfcc_var,zero_crossings_mean,zero_crossings_var,chroma_mean,chroma_var,tempo,rolloff_mean,rolloff_var,centroids_mean,centroids_var,bandwidth_mean,bandwidth_var,contrast_mean,contrast_var,harm_mean,harm_var,perc_mean,perc_var,label
0,[LYRICS_가사] SEVENTEEN (세븐틴) - Kidult (어른 아이) [7th Mini Album Heng -garae] [pzqsUix8xBs].wav,-7.1614065,2842.8823,0.097662887377173,0.0881248478063267,0.30603984,0.09569662,75.99954044117646,4204.749574454576,5379011.436052486,2035.817327114917,829713.6184530882,2062.4060901235816,807484.2555357221,20.82858843647125,29.73485757488877,7.815154e-06,0.021012267,2.6454486e-06,0.0082972,dance
0,[LYRICS_가사] SEVENTEEN (세븐틴) - MY MY [7th Mini Album Heng -garae] [Krgve4GrNdM].wav,2.1916182,1271.7004,0.0798790627362056,0.0734983980725909,0.2940818,0.09581785,135.99917763157896,4712.713169534878,3991585.255811368,2139.445597996626,726778.2381849056,2393.7566534459243,346089.40282571065,21.18355265665432,44.255075495143096,6.4756127e-06,0.033062812,-5.0336883e-05,0.018225517,dance
0,[LYRICS_가사] SEVENTEEN (세븐틴) - Together (같이 가요) [7th Mini Album Heng -garae] [sfTEECS0W04].wav,6.502695,738.647,0.1213439153439153,0.106619569552924,0.44843248,0.08668271,80.74951171875,6021.18025741341,1845861.6413091049,2739.72301486212,571150.1356082634,2741.925842737352,131981.70256737512,18.822852901620514,40.66967417427647,1.215964e-05,0.047748905,2.337814e-05,0.019445824,dance
0,[LYRICS_가사] SEVENTEEN (세븐틴) - I WISH (좋겠다) [7th Mini Album Heng -garae] [aYYvD61JWvo].wav,-0.2294912,2115.4934,0.0740181405895691,0.0685394554532319,0.326101,0.08939912,92.28515625,3841.626770208495,5506476.987917096,1815.29189747698,1100963.1091624263,2108.783983498024,543480.522889118,22.000139445273263,35.54096555430558,1.8232657e-05,0.035029802,1.22817855e-05,0.0060773026,dance
0,[LYRICS_가사] SEVENTEEN (세븐틴) - FEARLESS [7th Mini Album Heng -garae] [SEeHLzOUU3U].wav,4.0716267,1241.8369,0.0839788359788359,0.0769263910864757,0.40580302,0.095183164,129.19921875,4611.713780264367,3532479.7864574133,2128.546996661165,856969.8433264683,2399.321262525929,247294.1066306513,19.113564267860596,44.2229507024105,-4.3300925e-06,0.040415287,-7.0761824e-05,0.021774204,dance
0,MOMOLAND Thumbs Up Lyrics (모모랜드 Thumbs Up 가사) [Color Coded Lyrics_Han_Rom_Eng] [Sby2o1_NW_g].wav,2.701942,845.6632,0.1157006802721088,0.10231403285668,0.38033068,0.090368815,129.19921875,6369.028154024768,3242816.111039571,2882.446397377496,855686.4964527317,2839.3844856317664,237123.83923392603,19.235764583596676,41.81308030486729,7.1078293e-06,0.06089878,-8.511978e-05,0.02597959,dance
0,EXO (엑소) - NON STOP (Color Coded Lyrics Eng_Rom_Han_가사) [QAwjRus2fI0].wav,-2.9354577,2300.7524,0.0896220710506424,0.081589955431236,0.3349872,0.09909975,117.45383522727272,4103.083522548616,4796216.877565055,2005.8578331754784,989429.2158432066,2084.2650909222475,613473.5148859248,19.6243221904542,37.84982276800258,4.421199e-05,0.023828506,-5.636573e-05,0.017937575,dance
0,IZ_ONE (아이즈원) - 'PRETTY' Lyrics [Color Coded_Han_Rom_Eng] [qyX4b4jtE3w].wav,-4.3525434,1647.8912,0.1781602418745276,0.1464191700897374,0.3453329,0.087839425,123.046875,6754.175825089493,1533201.999762914,3360.7506055597414,457291.6265475316,2785.3447178399924,163865.4504266925,19.81239007998733,49.29082240669769,1.6242722e-05,0.005524735,7.53409e-05,0.0022002037,dance
0,IZ_ONE (아이즈원) - Merry Go Round (회전목마) [HAN_ROM_ENG Color Coded Lyrics] [p30R9QAkY4E].wav,5.728482,1070.8907,0.1001814058956916,0.0901450918084543,0.41490218,0.09106859,123.046875,5838.356362924487,3463287.927136247,2613.3404730650545,721242.6543668469,2738.103303603681,262050.44856249937,19.51356898254146,41.86350601207586,3.7708528e-06,0.048475906,2.5884667e-05,0.025088565,dance
0,IZ_ONE (아이즈원) - Secret Story of the Swan (환상동화) [HAN_ROM_ENG Color Coded Lyrics] [D_yfilO4cWk].wav,3.9036634,871.7782,0.1389750566893424,0.1196609903075364,0.42369157,0.08886653,103.359375,6050.421747260788,2994431.57070721,2858.672067516384,718477.4197476178,2677.219440838655,249273.73676104916,18.929262801491294,43.79016582789309,3.6852503e-05,0.034321483,0.000112011636,0.025169617,dance
